Price,Close,High,Low,Open,Volume,EMA20,EMA50,EMA200
Ticker,XLK,XLK,XLK,XLK,XLK,,,
Date,,,,,,,,
2025-06-20,119.58657836914062,120.95376511435659,119.0247940650692,120.54609882961559,11490600,119.58657836914062,119.58657836914062,119.58657836914062
2025-06-23,120.95006561279297,121.05463774618897,118.89339420504022,119.70510860541036,12277000,119.71643429710753,119.640048457127,119.60014540639091
2025-06-24,123.12126922607422,123.2706579859918,122.03566277944829,122.18008204552122,11329400,120.04070429034245,119.77656691865434,119.63518146429821
2025-06-25,124.17200469970703,124.35625589002463,123.64912128007137,123.75867809556128,9228600,120.4341614721867,119.94893702771523,119.68032398405353
2025-06-26,125.0285415649414,125.22773163963535,124.23674316128944,124.72974885428621,11288400,120.87172148102049,120.14813720564567,119.73354007938575
2025-06-27,124.879150390625,125.84523825006184,124.3114502957187,125.36717141290227,12196600,121.2533813771733,120.33366713446839,119.78474018198516
2025-06-30,126.10417175292969,126.44778107192464,125.3671593982796,125.97469897127655,13365200,121.71536141295962,120.55996143323158,119.84762009811396
2025-07-01,124.9787368774414,125.9647406382373,124.12220590184447,125.70081037700716,15144800,122.0261590762436,120.73324674476922,119.89867598646548
2025-07-02,126.29840087890625,126.383057046809,124.57538457008118,124.66501783070238,11950200,122.43303924792575,120.95148808336283,119.96235484111664
2025-07-03,127.96165466308594,128.345111141208,126.9358113218448,126.98561264075752,7112800,122.95957404936958,121.2263965766853,120.04194986422081
2025-07-07,126.94577026367188,127.80230885783362,126.37807019440102,127.46865370609315,11560800,123.33921178406503,121.45068574088086,120.11064459456361
2025-07-08,127.62800598144531,127.87201267104945,127.10013787232381,127.61306710651502,15715200,123.74766837429172,121.69293359345203,120.18544421035348
2025-07-09,128.3948974609375,128.87794138040127,127.44375609659834,128.08118106548395,12933600,124.19026162063894,121.95575570590243,120.26713031234934
2025-07-10,127.97161865234375,128.82814963096953,127.29933886842457,128.71360812202005,9988600,124.55039086175368,122.19167189988053,120.34379188787167
2025-07-11,127.40889739990234,128.15587157047372,127.20472263627876,127.36407317472126,9239000,124.82262957967261,122.39626897831276,120.41409144520532
2025-07-14,127.3043212890625,127.618045282557,126.08924205463713,127.09516942719469,8125200,125.05898117104307,122.58874161795,120.48265094613922
2025-07-15,128.4347381591797,129.09207906355323,128.3899215335035,128.7883016709994,15657000,125.38048183657989,122.81799638427275,120.56177619204013
2025-07-16,128.8331298828125,128.90782426565684,126.8909999427124,128.47956633919634,17782600,125.70930546003062,123.05388397245079,120.644078218814
