Price,Close,High,Low,Open,Volume,EMA20,EMA50,EMA200
Ticker,IWM,IWM,IWM,IWM,IWM,,,
Date,,,,,,,,
2025-06-20,207.0594024658203,209.07842534859597,206.3171121983105,208.93986510273817,36978100,207.0594024658203,207.0594024658203,207.0594024658203
2025-06-23,209.5930938720703,209.60298563939907,204.68407403067602,206.33690529066698,35516400,207.3007064092727,207.15876291312424,207.084613325584
2025-06-24,212.26535034179688,212.72061330076852,210.17703954668113,211.09747233456025,31772500,207.77352964094166,207.35902124366044,207.13616294763588
2025-06-25,209.79103088378906,212.52265370535912,209.71185144088253,212.453381131525,27725600,207.96567261645095,207.45439417072433,207.16257954401553
2025-06-26,213.1956787109375,213.3342389652794,210.51352973525488,210.6421982221206,26261200,208.46376843497347,207.679542584066,207.22261038149736
2025-06-27,213.2649383544922,215.17510649701558,211.9288249333476,213.8290862070605,47717300,208.92102271302286,207.89857771231803,207.2827330478953
2025-06-30,213.57174682617188,214.48230283422654,213.17586472853125,214.45259733006623,25558000,209.36394881903703,208.12105493246915,207.34531029942045
2025-07-01,215.76893615722656,218.2630357612863,211.9486148589033,212.41378464899992,43864800,209.9739476131503,208.42097184324396,207.42912747213495
2025-07-02,218.75790405273438,218.82719173132557,215.12563190981362,216.12524410110183,35735200,210.81051489311068,208.82634173381223,207.54185161721554
2025-07-03,220.7868194580078,221.03424954771305,219.49028820426184,219.727811425141,23515700,211.7606391373866,209.29538007593754,207.67364234199954
2025-07-07,217.47125244140625,220.52949985893977,216.1648294073947,219.29234939774906,41551200,212.30450707110276,209.6160025216422,207.7711309997051
2025-07-08,218.9756317138672,220.00493425311743,218.06509078631734,218.3125208786494,36339300,212.93985227517558,209.98304680369026,207.88261856900024
2025-07-09,221.3509521484375,221.39054941986254,218.84696084946634,220.28206745090796,32425200,213.74090940596244,210.4288470132882,208.0166318384474
2025-07-10,222.48915100097656,223.72630151243447,220.56909099088432,221.09364159958767,33865900,214.57407527215426,210.90180011084462,208.1606370042437
2025-07-11,219.42098999023438,221.24207173852426,219.29233661908282,220.87588005596962,31579600,215.03568619768572,211.23588598846777,208.27268031753715
2025-07-14,220.89569091796875,221.04414293210453,218.78758170563503,219.09439260280516,24632200,215.59378188533174,211.61470186805604,208.39828241306387
2025-07-15,216.5706329345703,221.92500901289563,216.54092742772622,221.76666522069414,44215400,215.68681531859255,211.80905210595859,208.47959933367588
2025-07-16,218.7480010986328,219.0943941680691,214.68024976097442,217.95622177973868,48199800,215.97835682145353,212.08116775273012,208.581772485566
2025-07-17,221.61817932128906,221.8952998115864,218.44118544968956,218.80737714716804,43548000,216.5154827738188,212.4551682063991,208.71148797646873
2025-07-18,220.04454040527344,223.04339203720733,219.6981322212549,222.97410435962962,49009900,216.85158350062403,212.75279064557063,208.82425466730263
2025-07-21,219.1537628173828,222.10314023910902,218.975620409029,221.24207329293156,28191400,217.0708386736487,213.00380916211228,208.92703584292533
2025-07-22,220.97486877441406,221.50931112340353,218.3916980334409,219.34182112096312,30873300,217.44265106419778,213.3163997351437,209.04691477756703
2025-07-23,224.3498077392578,224.37951324433823,221.76665205395287,222.50894233647068,37478100,218.1004755094416,213.74908240197172,209.19918236922564
