Price,Close,High,Low,Open,Volume,EMA20,EMA50,EMA200
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ,,,
Date,,,,,,,,
2025-06-20,524.292236328125,530.989797962704,522.3516174800588,529.6960723110417,61643500,524.292236328125,524.292236328125,524.292236328125
2025-06-23,529.6832275390625,530.2012624901581,521.7128229011945,524.8611059770333,50666100,524.8056640625,524.5036477481618,524.3458780317164
2025-06-24,537.7831420898438,538.6997215726698,534.2861174166954,534.9038188952696,45442000,526.0416143508185,525.0244122321494,524.4795821516977
2025-06-25,539.157958984375,541.3000294115662,537.3845756916884,540.0546537700266,44804200,527.2907900302048,525.5786689675308,524.6256356525204
2025-06-26,544.19921875,544.6475661276676,539.5166551436107,541.3398412384469,43811400,528.9011165749472,526.308886606059,524.8203976733909
2025-06-27,546.0623779296875,547.9553124291843,542.5254624415982,545.2354314727291,57577100,530.5355224182558,527.0835333246326,525.0317606610157
2025-06-30,549.5991821289062,550.7548638680785,546.9789071412225,549.2205831019088,45548700,532.3511090573654,527.9664999444082,525.2762126159201
2025-07-01,544.9664306640625,548.6727003482655,542.6450333450836,547.6962844543337,56166700,533.5525682580032,528.6331638941986,525.4721351835634
2025-07-02,548.7623291015625,548.9616013728256,544.099649838931,544.1394799694398,36538300,535.0011169097708,529.4225429219383,525.7038784066281
2025-07-03,554.1622924804688,555.1387084222483,551.1335605372531,551.1335605372531,26443500,536.8259907736468,530.3927291791356,525.9870467058703
2025-07-07,549.98779296875,552.2892446862089,547.5468445873587,551.4722709809203,45349300,538.0794957446091,531.1611630532382,526.2258601015209
2025-07-08,550.2966918945312,551.9604968449189,549.0612280892235,551.3328226115977,36153300,539.2430382350778,531.9115759489752,526.4653708656305
2025-07-09,554.192138671875,555.5670381907667,551.0537678549799,552.4286673738716,43045500,540.6667620862014,532.785323506736,526.7412591025086
2025-07-10,553.3951416015625,555.2382732584896,550.7051180084419,554.8298167972696,34710900,541.878988706712,533.5935516673175,527.0064718636933
2025-07-11,552.1498413085938,553.7339253144304,550.0077705527549,551.2531463853666,39618600,542.8571651449864,534.3212493003088,527.2566546442396
2025-07-14,554.15234375,554.8895964181139,549.5892702624878,551.9405249362994,36453300,543.9328964407019,535.098939278728,527.5242734413118
2025-07-15,554.6604614257812,558.7253850512435,554.6006858199376,558.1774318627827,43277700,544.9545692964238,535.8660577942987,527.7942852620529
2025-07-16,555.2283325195312,558.1375740177878,549.519549612121,555.2184205935204,52314700,545.9330229367197,536.6253626854843,528.0672608566547
2025-07-17,559.7216796875,560.2298027364059,555.1486938660757,555.9556949409956,40423800,547.2462283415559,537.531100607132,528.3822301982551
2025-07-18,559.1836547851562,562.6407884950407,557.9083608963978,561.0367592084838,50484700,548.3831260980893,538.3802203788192,528.6887120349407
2025-07-21,562.0828857421875,563.9659084478778,559.9807060956166,560.0106243017523,39595200,549.6878651118129,539.3097366675787,529.0209923703363
2025-07-22,559.1736450195312,562.262152187211,556.5433971551718,562.2123493250268,43270600,550.5912727220718,540.0887134656946,529.3210187648557
2025-07-23,561.7241821289062,561.7640122575135,557.5098504754792,560.2596495832936,40215300,551.651549808437,540.9371632171931,529.6434383008165
2025-07-24,562.9197998046875,564.145230057719,561.2061311881392,563.0393510094046,42275500,552.7247164747466,541.7992273970949,529.9745463754819
2025-07-25,564.2747802734375,565.599877131678,562.1825732841013,562.8401049406639,30630800,553.8247225508125,542.6806216275397,530.315842235163
2025-07-28,566.0381469726562,566.934780883673,564.7728259539763,565.6396024726357,31498700,554.9879058290833,543.5966030136227,530.6712880534466
2025-07-29,565.1614379882812,569.9934711462136,564.4341580737452,568.648489779181,45463300,555.9568136537688,544.4422828165505,531.0144736249375
2025-07-30,565.918701171875,568.5090584763351,562.9596566910935,566.078082515952,43433800,556.9055648459694,545.284495301073,531.3617793716732
2025-07-31,562.9197998046875,572.5042065088016,561.784002550513,572.414512700583,64613600,557.478349127752,545.9760758698422,531.6757895252355
2025-08-01,551.8309326171875,556.9519318446527,549.6390593282571,556.7626323149415,69400800,556.9404999362697,546.2056780952283,531.8763382127175
2025-08-04,562.0131225585938,562.2323403030458,556.8822111512052,556.9818168836358,47669800,557.4236068526815,546.8255778781054,532.1762067136715
2025-08-05,558.1973266601562,564.4640352064246,557.6592854470431,563.2983805936119,48666600,557.4972944533934,547.2715288107348,532.4351233300545
2025-08-06,565.2212524414062,565.6596271290572,558.5559991276681,559.0342039471559,41823700,558.2329094998707,547.9754395413494,532.7613534704659
2025-08-07,567.1341552734375,571.1990788301907,563.0194288475504,569.5551584832303,44463000,559.0806471925914,548.7267617269215,533.1033713988537
2025-08-08,572.4244995117188,572.6437172653317,568.0408133424522,568.3396913615944,35255500,560.3514902706036,549.6560847773056,533.4946264049519
2025-08-11,570.730712890625,574.6661119984625,569.4554798808987,572.5639325532171,33112900,561.3399876629866,550.4825407817495,533.8651347281924
2025-08-12,577.9041137695312,578.2029917684722,570.372084149425,573.0321895540377,42143300,562.9175234826575,551.557896585192,534.3033335246237
2025-08-13,578.193115234375,581.1620715545174,576.7982700747931,580.6041456525571,41209300,564.3723417447259,552.6024149635914,534.7400477704919
2025-08-14,577.7447509765625,579.7273793774012,575.7720345015408,576.1407216563158,45425000,565.6459045287103,553.5883889248844,535.1679552650797
2025-08-15,575.2042236328125,577.6949751695009,573.4407520858407,577.6550842269212,49480200,566.5562206338628,554.4360687173521,535.5663260946094
2025-08-18,574.9749755859375,575.6325679790418,573.1118984877381,574.3074712675442,29831000,567.3580068197747,555.241516045532,535.9584519601948
2025-08-19,567.1740112304688,574.4270476767487,566.1477924665415,574.2576936083949,53752600,567.340483430317,555.7094570331766,536.2690545399985
